Country,Year,Age,Cause,Pollutant,Measure,Value,Lower Bound,Upper Bound,Units,Life Expectancy (State of global air?),
Cambodia,2008,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,15.33048962,5.532313331,29.35047964,"per 100,000",65.390999,
Cambodia,2009,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,15.73684006,5.713449234,29.81961956,"per 100,000",66.010002,
Cambodia,2010,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,16.20870134,5.970191202,30.31417979,"per 100,000",66.555,
Cambodia,2011,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,16.81791715,6.277191166,31.29090384,"per 100,000",67.033997,
Cambodia,2012,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,17.46273738,6.464479135,32.22652598,"per 100,000",67.466003,
Cambodia,2013,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,18.23667152,6.652949854,33.58141151,"per 100,000",67.867996,
Cambodia,2014,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,19.11152675,6.935700807,35.25858956,"per 100,000",68.250999,
Cambodia,2015,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,20.05688176,7.422839906,36.9276464,"per 100,000",68.620003,
Cambodia,2016,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,21.07866127,7.736788492,38.84721826,"per 100,000",69.4,
Cambodia,2017,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,22.06019518,8.05650488,40.41209448,"per 100,000",,
Cambodia,1990,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,0.585659458,0.189300227,1.181826417,"per 100,000",53.595001,
Cambodia,1991,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,0.582355128,0.189486857,1.181291569,"per 100,000",53.916,
Cambodia,1992,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,0.580451342,0.188139431,1.180074246,"per 100,000",54.228001,
Cambodia,1993,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,0.582828749,0.190429852,1.167167477,"per 100,000",54.514,
Cambodia,1994,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,0.58843056,0.194728703,1.17087867,"per 100,000",54.82,
Cambodia,1995,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,0.596523754,0.199636722,1.184530465,"per 100,000",55.188999,
Cambodia,1996,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,0.602016101,0.204924452,1.195755182,"per 100,000",55.653,
Cambodia,1997,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,0.608692436,0.207576409,1.203653462,"per 100,000",56.212002,
Cambodia,1998,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,0.616676481,0.214442243,1.216473697,"per 100,000",56.862,
Cambodia,1999,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,0.627563498,0.216100252,1.233868498,"per 100,000",57.604,
Cambodia,2000,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,0.643346247,0.220567154,1.268725346,"per 100,000",58.431999,
Cambodia,2001,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,0.660682509,0.226308508,1.307793487,"per 100,000",59.334999,
Cambodia,2002,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,0.679083593,0.228775236,1.335144141,"per 100,000",60.283001,
Cambodia,2003,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,0.699478624,0.239700307,1.377982522,"per 100,000",61.241001,
Cambodia,2004,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,0.721576425,0.255197892,1.418373795,"per 100,000",62.186001,
Cambodia,2005,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,0.74363028,0.258876835,1.463747475,"per 100,000",63.088001,
Cambodia,2006,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,0.764688072,0.271564941,1.49160288,"per 100,000",63.926998,
Cambodia,2007,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,0.788016875,0.28221624,1.51317046,"per 100,000",64.695,
Cambodia,2008,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,0.811398603,0.291390074,1.545541494,"per 100,000",65.390999,
Cambodia,2009,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,0.836776211,0.30374896,1.574810253,"per 100,000",66.010002,
Cambodia,2010,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,0.865845193,0.316563628,1.622013316,"per 100,000",66.555,
Cambodia,2011,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,0.901654187,0.335484746,1.682660222,"per 100,000",67.033997,
Cambodia,2012,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,0.940029051,0.346064943,1.72707872,"per 100,000",67.466003,
Cambodia,2013,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,0.985442838,0.359372751,1.809368831,"per 100,000",67.867996,
Cambodia,2014,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,1.035925591,0.386429555,1.90357176,"per 100,000",68.250999,
Cambodia,2015,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,1.09079294,0.412193327,1.989002814,"per 100,000",68.620003,
Cambodia,2016,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,1.150402313,0.42392187,2.099833156,"per 100,000",69.4,
Cambodia,2017,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,1.208340758,0.443733241,2.189359416,"per 100,000",,
India,1990,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,197.9318199,70.58467008,332.6643459,"per 100,000",57.915001,
India,1991,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,198.2418912,70.42362681,333.0392117,"per 100,000",58.409,
India,1992,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,198.2942529,70.99299892,334.1953397,"per 100,000",58.915001,
India,1993,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,194.3335099,69.49807228,327.3185722,"per 100,000",59.421001,
India,1994,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,192.2726183,68.75074469,324.5232088,"per 100,000",59.921001,
India,1995,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,190.2082747,68.16917212,323.1028768,"per 100,000",60.408001,
India,1996,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,192.2547229,68.29150952,324.6458675,"per 100,000",60.876999,
India,1997,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,200.724629,70.69304949,336.9947598,"per 100,000",61.327,
India,1998,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,200.5643831,70.73521257,336.0774871,"per 100,000",61.761002,
India,1999,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,190.534677,67.47757503,319.3991573,"per 100,000",62.179001,
India,2000,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,185.8986465,65.95958792,310.4257714,"per 100,000",62.582001,
India,2001,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,181.7998069,64.96562714,301.8715932,"per 100,000",62.977001,
India,2002,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,175.7218454,63.51823051,292.9221703,"per 100,000",63.368,
India,2003,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,168.3373702,60.4963117,278.1177539,"per 100,000",63.758999,
India,2004,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,156.9706292,56.5206393,259.1731985,"per 100,000",64.153999,
India,2005,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,153.5302927,55.10713546,252.8876308,"per 100,000",64.556,
India,2006,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,155.8255311,55.8858973,256.1054583,"per 100,000",64.966003,
India,2007,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,158.5576953,56.69126209,260.0819372,"per 100,000",65.383003,
India,2008,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,160.6985279,57.27751235,263.3615743,"per 100,000",65.802002,
India,2009,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,162.761689,57.84760465,266.8425678,"per 100,000",66.219002,
India,2010,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,165.4140774,58.55235709,271.3092151,"per 100,000",66.625,
India,2011,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,166.9144827,58.90179564,273.7540968,"per 100,000",67.013,
India,2012,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,167.6527518,59.6695261,274.2014651,"per 100,000",67.376999,
India,2013,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,170.1304509,60.40323753,277.9043309,"per 100,000",67.713997,
India,2014,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,174.4144966,63.02213563,285.3536812,"per 100,000",68.021004,
India,2015,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,179.3293972,64.58713868,292.7143917,"per 100,000",68.302002,
India,2016,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,184.0921456,65.73156482,300.987861,"per 100,000",68.8,
India,2017,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,186.8447982,66.31813344,304.6624539,"per 100,000",,
India,1990,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,9.705376839,3.475089624,16.17472062,"per 100,000",57.915001,
India,1991,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,9.772133819,3.500507358,16.27188749,"per 100,000",58.409,
India,1992,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,9.808531129,3.5219795,16.35998381,"per 100,000",58.915001,
India,1993,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,9.650098083,3.452434213,16.19155233,"per 100,000",59.421001,
India,1994,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,9.577536261,3.417826203,15.88299715,"per 100,000",59.921001,
India,1995,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,9.508323647,3.382676825,15.78326379,"per 100,000",60.408001,
India,1996,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,9.601820004,3.40867567,16.0048513,"per 100,000",60.876999,
India,1997,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,10.04964665,3.578483888,16.64715174,"per 100,000",61.327,
India,1998,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,10.12330712,3.621788388,16.76530317,"per 100,000",61.761002,
India,1999,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,9.684071209,3.479283721,16.10605074,"per 100,000",62.179001,
India,2000,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,9.536914608,3.430572366,15.9266711,"per 100,000",62.582001,
India,2001,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,9.422728817,3.411429677,15.65429659,"per 100,000",62.977001,
India,2002,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,9.187719776,3.315807698,15.11856285,"per 100,000",63.368,
India,2003,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,8.877510828,3.193561588,14.54768466,"per 100,000",63.758999,
India,2004,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,8.372707399,3.007191315,13.7118053,"per 100,000",64.153999,
India,2005,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,8.266828527,2.961257247,13.51704805,"per 100,000",64.556,
India,2006,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,8.453631313,3.028690847,13.80613144,"per 100,000",64.966003,
India,2007,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,8.630121307,3.086092022,14.08982459,"per 100,000",65.383003,
India,2008,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,8.799406263,3.138460388,14.37431498,"per 100,000",65.802002,
India,2009,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,8.950312683,3.183781284,14.61492295,"per 100,000",66.219002,
India,2010,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,9.127641084,3.247045448,14.94109473,"per 100,000",66.625,
India,2011,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,9.262447239,3.285393756,15.1613992,"per 100,000",67.013,
India,2012,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,9.357077805,3.349232609,15.31541168,"per 100,000",67.376999,
India,2013,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,9.524560535,3.409899997,15.62623268,"per 100,000",67.713997,
India,2014,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,9.78458117,3.560984899,15.98897724,"per 100,000",68.021004,
India,2015,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,10.05839333,3.637218445,16.435226,"per 100,000",68.302002,
India,2016,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,10.35474251,3.733857498,16.94493672,"per 100,000",68.8,
India,2017,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,10.55182304,3.791553321,17.24214516,"per 100,000",,
Indonesia,1990,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,18.24512381,6.603809806,33.60179184,"per 100,000",63.280998,
Indonesia,1991,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,18.50878064,6.666127789,34.21032887,"per 100,000",63.638,
Indonesia,1992,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,18.81830139,6.776672246,34.74184864,"per 100,000",63.998001,
Indonesia,1993,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,19.08575619,6.836555586,35.38540318,"per 100,000",64.352997,
Indonesia,1994,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,19.35531922,6.871550364,36.06403565,"per 100,000",64.700996,
Indonesia,1995,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,19.68057874,7.002107302,36.69194354,"per 100,000",65.031998,
Indonesia,1996,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,20.06027343,7.05606832,37.74454441,"per 100,000",65.338997,
Indonesia,1997,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,20.54195609,7.193750337,39.02045484,"per 100,000",65.616997,
Indonesia,1998,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,21.03381229,7.360835107,39.98231319,"per 100,000",65.865997,
Indonesia,1999,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,21.44770559,7.469023604,40.60625546,"per 100,000",66.086998,
Indonesia,2000,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,21.79933817,7.613059408,41.26811027,"per 100,000",66.285004,
Indonesia,2001,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,22.26974061,7.737539958,41.62814212,"per 100,000",66.467003,
Indonesia,2002,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,22.85018283,7.906972152,42.55728644,"per 100,000",66.642998,
Indonesia,2003,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,23.53367449,8.190556761,43.6219508,"per 100,000",66.82,
Indonesia,2004,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,24.27054502,8.44008164,45.04976864,"per 100,000",67.001999,
Indonesia,2005,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,24.94437295,8.646399621,46.00138756,"per 100,000",67.191002,
Indonesia,2006,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,25.77876626,8.953629273,47.86540899,"per 100,000",67.386002,
Indonesia,2007,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,26.61237966,9.360953255,49.35397835,"per 100,000",67.581001,
Indonesia,2008,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,26.88564475,9.439736599,49.79756428,"per 100,000",67.775002,
Indonesia,2009,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,27.35314181,9.570412723,50.35905277,"per 100,000",67.963997,
Indonesia,2010,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,27.91693419,9.853481244,51.30803179,"per 100,000",68.150002,
Indonesia,2011,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,28.66989932,10.20026098,52.73364493,"per 100,000",68.331001,
Indonesia,2012,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,29.03261313,10.31880995,53.1937268,"per 100,000",68.509003,
Indonesia,2013,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,29.48211294,10.49227739,53.7854464,"per 100,000",68.683998,
Indonesia,2014,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,29.9809048,10.78357614,54.53548385,"per 100,000",68.856003,
Indonesia,2015,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,31.3887594,11.33859293,56.93225428,"per 100,000",69.025002,
Indonesia,2016,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,32.51949979,11.7537679,58.98062523,"per 100,000",69.3,
Indonesia,2017,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,33.88816554,12.23420816,61.01629851,"per 100,000",,
Indonesia,1990,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,0.931796987,0.32809324,1.732929971,"per 100,000",63.280998,
Indonesia,1991,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,0.947964167,0.335567748,1.757638137,"per 100,000",63.638,
Indonesia,1992,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,0.969478797,0.345024518,1.79786059,"per 100,000",63.998001,
Indonesia,1993,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,0.989557126,0.354649711,1.838182674,"per 100,000",64.352997,
Indonesia,1994,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,1.010250831,0.361327528,1.872406496,"per 100,000",64.700996,
Indonesia,1995,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,1.034706062,0.366311034,1.926345205,"per 100,000",65.031998,
Indonesia,1996,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,1.060144029,0.37206501,1.983411007,"per 100,000",65.338997,
Indonesia,1997,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,1.095229573,0.382918468,2.068602445,"per 100,000",65.616997,
Indonesia,1998,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,1.129856436,0.393070755,2.146015757,"per 100,000",65.865997,
Indonesia,1999,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,1.156714705,0.39662295,2.193169096,"per 100,000",66.086998,
Indonesia,2000,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,1.175804156,0.39791555,2.223316101,"per 100,000",66.285004,
Indonesia,2001,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,1.197926111,0.407423588,2.2516489,"per 100,000",66.467003,
Indonesia,2002,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,1.229839024,0.423393205,2.300573909,"per 100,000",66.642998,
Indonesia,2003,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,1.268408367,0.443018167,2.35244593,"per 100,000",66.82,
Indonesia,2004,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,1.310193833,0.45991041,2.416392984,"per 100,000",67.001999,
Indonesia,2005,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,1.350567019,0.476150059,2.503732209,"per 100,000",67.191002,
Indonesia,2006,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,1.398304685,0.497488567,2.591890956,"per 100,000",67.386002,
Indonesia,2007,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,1.45356341,0.519250592,2.682753965,"per 100,000",67.581001,
Indonesia,2008,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,1.452946743,0.516983737,2.690509752,"per 100,000",67.775002,
Indonesia,2009,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,1.46908013,0.522561876,2.713039952,"per 100,000",67.963997,
Indonesia,2010,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,1.493423968,0.531624108,2.729437009,"per 100,000",68.150002,
Indonesia,2011,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,1.52888694,0.544941923,2.781956481,"per 100,000",68.331001,
Indonesia,2012,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,1.546571927,0.552415477,2.801693762,"per 100,000",68.509003,
Indonesia,2013,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,1.568905584,0.557215271,2.833878456,"per 100,000",68.683998,
Indonesia,2014,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,1.594370634,0.565813441,2.884669368,"per 100,000",68.856003,
Indonesia,2015,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,1.665832728,0.593047584,3.014360398,"per 100,000",69.025002,
Indonesia,2016,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,1.735103635,0.618867084,3.126561237,"per 100,000",69.3,
Indonesia,2017,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,1.813163299,0.644705477,3.260664135,"per 100,000",,
Malaysia,1990,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,20.97990782,7.586096414,38.30924804,"per 100,000",70.727,
Malaysia,1991,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,20.95688248,7.571544234,38.44999607,"per 100,000",70.955,
Malaysia,1992,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,20.83992935,7.596099788,38.2326376,"per 100,000",71.177,
Malaysia,1993,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,20.52059244,7.434497825,37.5350418,"per 100,000",71.394,
Malaysia,1994,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,20.38072777,7.343813953,36.78107833,"per 100,000",71.605,
Malaysia,1995,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,20.84915965,7.601543671,37.87253271,"per 100,000",,
Malaysia,1996,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,20.81941355,7.563460378,37.70329987,"per 100,000",,
Malaysia,1997,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,20.63093641,7.469033983,37.27536923,"per 100,000",,
Malaysia,1998,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,20.55971065,7.382835675,36.84960451,"per 100,000",,
Malaysia,1999,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,21.06103932,7.399265665,37.68827444,"per 100,000",,
Malaysia,2000,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,21.38411419,7.473286093,38.17767901,"per 100,000",,
Malaysia,2001,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,20.74136371,7.150236999,36.96137396,"per 100,000",,
Malaysia,2002,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,20.25397523,6.905191023,36.15385494,"per 100,000",,
Malaysia,2003,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,20.13154686,6.886582953,35.93136307,"per 100,000",,
Malaysia,2004,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,19.42790739,6.70355742,34.70815576,"per 100,000",,
Malaysia,2005,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,18.57284929,6.426363897,33.26656185,"per 100,000",,
Malaysia,2006,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,17.98462375,6.269885342,32.39501958,"per 100,000",,
Malaysia,2007,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,17.52863436,6.098720112,31.6077076,"per 100,000",,
Malaysia,2008,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,17.59077145,6.092866086,31.7600383,"per 100,000",,
Malaysia,2009,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,17.68837614,6.113043515,31.73832404,"per 100,000",,
Malaysia,2010,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,17.08858153,5.888067203,30.63257777,"per 100,000",,
Malaysia,2011,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,16.16492158,5.544317089,28.97482467,"per 100,000",,
Malaysia,2012,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,16.06217408,5.530886931,28.80086844,"per 100,000",,
Malaysia,2013,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,16.19764868,5.612760913,29.17768478,"per 100,000",,
Malaysia,2014,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,17.19046629,5.90114871,31.01378009,"per 100,000",,
Malaysia,2015,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,17.9990985,6.30123685,32.34141997,"per 100,000",,
Malaysia,2016,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,18.76891005,6.516799316,33.80581634,"per 100,000",,
Malaysia,2017,All ages,Chronic obstructive pulmonary disease,Ambient ozone,DALYs,19.70999004,6.937658773,35.20044011,"per 100,000",,
Malaysia,1990,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,1.227706038,0.441205286,2.248996762,"per 100,000",70.727,
Malaysia,1991,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,1.24123864,0.446100799,2.287213604,"per 100,000",70.955,
Malaysia,1992,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,1.239430681,0.443944097,2.293540812,"per 100,000",71.177,
Malaysia,1993,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,1.221136429,0.43435814,2.260512035,"per 100,000",71.394,
Malaysia,1994,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,1.213324666,0.43155587,2.217340399,"per 100,000",71.605,
Malaysia,1995,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,1.235371339,0.445130981,2.249853246,"per 100,000",,
Malaysia,1996,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,1.224586676,0.443227514,2.226097287,"per 100,000",,
Malaysia,1997,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,1.206494792,0.436166843,2.184665233,"per 100,000",,
Malaysia,1998,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,1.19998821,0.429348079,2.146488341,"per 100,000",,
Malaysia,1999,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,1.227046143,0.431493404,2.194715421,"per 100,000",,
Malaysia,2000,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,1.2471832,0.431321583,2.224571895,"per 100,000",,
Malaysia,2001,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,1.219502759,0.419422112,2.172976847,"per 100,000",,
Malaysia,2002,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,1.191906535,0.407937952,2.123666371,"per 100,000",,
Malaysia,2003,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,1.178984069,0.403242573,2.091542846,"per 100,000",,
Malaysia,2004,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,1.130627174,0.389160212,2.015438123,"per 100,000",,
Malaysia,2005,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,1.072844882,0.370403348,1.923869276,"per 100,000",,
Malaysia,2006,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,1.032798757,0.356903241,1.851466216,"per 100,000",,
Malaysia,2007,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,1.003354783,0.346238116,1.791404299,"per 100,000",,
Malaysia,2008,All ages,Chronic obstructive pulmonary disease,Ambient ozone,Deaths,1.004210051,0.348036175,1.790308996,"per 100,000",,
